Date;N° HESSO;Date de début;Date de fin;Libellé;Statut
2011-10-26;28763;2011-02-14;2011-08-31;Fonds d'arbitrage de volatilité;AC
2011-12-22;28764;2011-01-01;2011-12-31;Evaluation du comportement des utilisateurs en ligne de la Phonothèque Nationale Suisse;AC
2011-11-15;28765;2011-02-17;2011-06-30;Développement d'une méthodologie d'aide au choix d'un ERP pour la PME Supercom;AC
2012-05-10;28813;2011-01-01;2012-05-31;Centres commerciaux: classification et label pour garantir la qualité des espaces coomerciaux;RF
2013-12-18;28814;2011-04-01;2012-03-30;Formation des étudiants étrangers et stratégies d'insertion post-formation. Quelles perspectives professionnelles pour les diplômés Africains et Latino-américains de la HES-SO ?;AC
2013-01-14;28816;2011-03-01;2015-12-31;Collaboration EOS Holding - HES admin;AC
2012-12-03;28817;2011-03-01;2012-03-01;Evolution du peuplement piscicole de la Durance au niveau de l'usine hydroélectrique de Sainte-Tulle : effet du relèvement du débit réservé.;AC
2013-12-09;28822;2011-03-16;2012-01-31;Echantillonnage de la biodiversité en macroinvertébrés du Petit-Lac (5 secteurs);AC
2015-10-30;28830;2011-01-01;2015-10-31;Leading House "Analyse des déterminants de la transitions entre l'école obligatoire et le post-obligatoire à partir des données scolaires du canton de Genève;AC
2012-05-24;28853;2011-01-01;2011-12-31;inIT : Acquisition et valorisation de projets 2011;AC
2012-06-12;28854;2011-01-01;2011-12-31;inPACT - acquisition et valorisation de projets 2011;AC
2012-05-24;28855;2011-01-01;2011-12-31;Acquisition et valorisation inSTI 2011;AC
2012-05-24;28856;2011-01-01;2011-12-31;Acquisition et valorisation inTNE 2011;AC
2013-09-09;28858;2011-01-01;2011-12-31; valorisation pour l'écriture d'un ouvrage suite à la recherche DORE 13DPD3-120802 "Investissement subjectif et distance dans les métiers de l'humain : comment les professionnels font-ils face à cette double injonction dans le quotidien de leur activité ?;AC
2013-09-09;28859;2011-01-01;2011-12-31;Valorisation de la recherche « Modélisation des pratiques de soin aux migrants. Analyse de l'activité d'Appartenances ». Claude de Jonckheere, Charles Chalverat, Loïse Rufini Steck, Abdelhak Elghezouani. Demande de financement pour la publication d'un ouv;AC
2011-09-01;28888;2010-01-04;2010-12-31;REALTECH réseau de compétence RCSO;AC
2013-01-14;28894;2011-02-01;2012-01-31;Design, construction and evaluation of a Peptide Microarray;AC
2011-12-19;28896;2011-01-01;2011-12-31;Echantillonnage 2011 des Coléoptères du bois.;AC
2014-11-10;28921;2011-09-01;2014-04-30;Propellant distribution device - Etudes préliminaires;AC
2012-02-20;28936;2011-01-01;2011-12-31;Maison de la Rivière 2011;AC
2015-06-23;28962;2011-03-01;2016-12-31;Communication et documentation du Juraparc;EC
2013-06-06;28968;2011-03-01;2012-11-30;My Mobile Health Space;AC
2013-10-10;28983;2011-05-01;2012-04-30;Mesure du degré d'usage du WEB 2.0 dans les sites commerciaux;AC
2013-01-14;29005;2009-05-01;2011-10-31;Pharmea Management;AC
2012-05-14;29007;2011-04-01;2011-06-15;L'impact de la fiscalité sur les choix de localisation des entreprises;AC
2014-12-18;29011;2012-01-01;2013-04-30;Etude de la repousse nerveuse sur des polymères traités par des faisceaux ioniques;AC
2011-11-15;29016;2011-06-01;2012-05-31;Socio-Markal appliqué aux  services énergétiques en milieu urbain: comment améliorer l'impact des mesures d'économie d'énergie par l'analyse comportementale des consommateurs finaux ?;RF
2015-07-22;29018;2012-10-01;2014-10-31;Comparaison d'usinage LASER en régime fentseconde IR et UV;AC
2013-11-06;29050;2011-03-01;2011-06-30;Etude Ra&D d'un dispositif d'accroche sur boule de remorquage.;AC
2012-04-26;29053;2011-04-01;2011-12-31;CFD Analysis of the Table Top Reactor for clean hydrogen production.;AC
2011-11-09;29054;2011-10-01;2012-12-31;Design et tarification des services: une approche pluridisciplinaire.;RF
2014-10-11;29057;2011-04-01;2015-12-31;Surveillance des prédateurs du Wauwilermoos.;EC
2013-12-16;29058;2011-04-01;2012-03-31;Suivi de l'utilisation de l'espace par les sangliers dans le secteur du Creux-du-Van;AC
2011-04-14;29067;2011-04-14;2011-04-14;Suivi de l'utilisation de l'espace par les sangliers dans le secteur du Creux-du-Van;AN
2015-03-23;29072;2012-01-01;2013-06-30;IMPACTS DU DÉVELOPPEMENT DURABLE SUR LA PERFORMANCE DES FIRMES ET LEURS PERCEPTIONS PAR LES INVESTISSEURS;AC
2014-05-30;29073;2011-04-01;2013-12-31;European Desktop Grid Initiative;AC
2011-05-25;29080;2011-04-01;2012-06-01;Projet RCSO ISYS;RF
2014-11-25;29083;2012-02-20;2013-08-31;Composition d'équipes d`intervention;AC
2011-11-15;29086;2011-09-01;2012-10-31;Risk management at international organizations.  Lessons from the H1N1 pandemic and the Iceland volcano's ash cloud.   ;RF
2012-05-11;29100;2010-10-03;2012-04-30;Magic Turtle information system;AC
2015-07-22;29104;2011-09-01;2013-01-31;Aérodynamique des panneaux solaires - Montage sans lest;AC
2014-08-20;29106;2012-01-15;2012-08-31;Faire un inventaire des diverses pratiques d'accompagnement à la création d'entreprises en Suisse Romande et en France voisine, analyser les outils utilisés et proposer une typologie.;AC
2011-05-25;29107;2011-09-01;2012-09-01;Eco-kers  - Etude et réalisation à une échelle réduite d'un système de récupération de l'énergie cinétique dédié au stockage d'énergie ;RF
2011-05-02;29183;2011-06-01;2012-07-31;Range Extender;RF
2015-01-12;29187;2011-01-01;2030-12-31;Mandats Ra&D inSTI moins de CHF 5'000.-;EC
2014-08-11;29188;2011-02-15;2012-12-31;Landschaftspark Binntal;AC
2012-11-12;29223;2011-03-01;2011-06-30;A « Représentations et pratiques alimentaires des adolescents scolarisés ' REPADO »;AC
2011-05-11;29261;2010-08-01;2011-03-31;Concept de valorisation de la biomasse ' Partie économique;AC
2013-04-30;29270;2011-03-01;2011-06-30;A « Représentations et pratiques alimentaires des adolescents scolarisés ' REPADO »;AC
2012-02-28;29326;2011-09-15;2013-03-15;Habitats nomades : vers des structures démontables et facilement transportables;RF
2013-07-09;29328;2011-01-31;2013-01-28;Valorisation de la recherche "Etude de l'opportunité clinique d'une plate-forme de recherche clinique dans les filières santé de la HES-SO";AN
2014-11-07;29330;2011-06-01;2014-03-31;Effets d'un programme d'exercices physiques sur les capacités à effectuer les activités de la vie quotidienne auprès de la personne âgée de plus de 65 ans hospitalisée avec une démence : une étude randomisée contrôlée. ;AC
2015-05-12;29402;2011-06-14;2014-12-31;Strategie eHealth;AC
2013-11-11;29403;2010-06-01;2011-08-31;CODESRIA : Aspects psychosociaux, identité et résilience : une recherche comparative entre l'espace africain (la Côte d'Ivoire, le Sénégal) et celui de la diaspora (la Suisse);AC
2014-01-28;29418;2011-05-01;2012-12-31;Comparative analysis of on-line elections in the world and an analysis of a possibility to introduce on-line voting in the Czech Republic;AN
2015-05-06;29457;2011-07-01;2016-06-30;Révélateur de tonus musculaire;EC
2015-05-26;29504;2011-05-01;2015-11-30;Evaluation du peuplement d'Odonates des étangs du Forez;EC
2015-11-03;29562;2011-04-01;2013-08-31;Complément financement cedic pour : La fabrication de la citoyenneté juvénile. Expériences croisées de jeunes majeur-e-s et d'autorités communales.;AC
2012-11-26;29563;2011-01-01;2013-12-31;complément cedic pour Synergia : Vivre - Leben - Vivere (frais de traduction);AC
2013-01-28;29564;2011-09-01;2011-12-31;soutien cedic esquisse pour FNS/division 1 : Globalisation, externalisation de la garde des enfants en bas a'ge et travailleuses domestiques;AN
2012-11-12;29565;2011-06-01;2011-12-31;soutien cedic avril 2011 pour projet externe (dépôt DORE) : De'qualification des femmes migrantes en Suisse: me'canismes sous-jacent et effets psychosociaux;AC
2013-02-12;29566;2011-06-01;2012-12-31;Projet supprimé, à double avec 28814;AN
2013-09-17;29567;2011-06-01;2011-12-31;dispo;AN
2013-01-28;29568;2011-01-01;2011-06-30;colloque mixité;AC
2012-10-04;29569;2011-06-01;2011-12-31;soutien cedic avril 2011 pour projet externe (dépôt FNS-Luxembourg) : National, transnational, global elites in Luxembourg, the Geneva  Region (CH)  and London ' interactions and power relationships amongst elite members;AC
2012-10-04;29570;2011-06-01;2011-12-31;Publication (soutien cedic avril 2011) : Mémoire et pédagogie. Autour de la transmission de la destruction des Juifs d'Europe;AC
2012-10-04;29571;2011-06-01;2011-12-31;Publication (soutien cedic avril 2011) :Modélisation des pratiques de soins aux migrants;AC
2012-10-04;29572;2011-06-01;2011-12-31;Publication (soutien cedic avril 2011) : La construction de l'invisibilité. La suppression de l'aide sociale dans le domaine de l'asile ;AC
2013-12-09;29591;2011-05-01;2013-12-31;Etude des mécanismes de régulation densité-dépendante chez la truite;AC
2014-12-03;29593;2012-02-01;2015-02-01;Caractérisation des relations hydrologie - populations piscicoles pour la gestion des débits d'étiage : synthèse bibliographique et valorisation du réseau RHP.;AC
2014-11-13;29618;2011-10-01;2014-09-30;Nouvelles dimensions dans l'apprentissage interactif de l'anatomie radiologique;AC
2015-09-30;29622;2011-01-01;2020-12-31;Biomobile;EC
2011-12-02;29702;2011-05-01;2011-12-31;Consultation dans le cadre de l'installation de panneaux solaires à Palexpo;AC
2013-04-30;29705;2011-03-01;2011-04-15;Activités physiques et conduites alimentaires dans le postpartum après un diabète  gestationnel: impact des croyances, du soutien social et de l'auto-efficacité;AC
2013-04-30;29709;2011-02-27;2011-04-15;Etude pilote sur la planification anticipée du projet thérapeutique chez des personnes âgées vivant en établissement médico-social.;AC
2013-04-30;29710;2011-03-01;2011-04-15;Prendre en charge la démence et solliciter une aide publique. Etude de la mobilisation des ressources juridiques, administratives et socio-sanitaires par les proches.;AC
2013-04-30;29711;2011-03-01;2011-04-15;Longitudinal retrospective cohort study of nurses' career paths and retention.;AC
2014-12-18;29747;2011-04-01;2014-09-30;Posture maternelle et correction des variétés de présentations foetales occipito-postérieures: un essai clinique randomisé.;AC
2015-05-28;29787;2011-09-01;2012-09-03;Parallélisation d'algorithme de codage pour surveillance   structurelle longue distance;AC
2014-12-07;29804;2013-01-01;2014-06-30;Fonctionnalisation de surfaces;AC
2015-02-19;29821;2012-01-01;2015-01-31;Porting MetaPega on Venus-C platform ;AC
2014-10-13;29860;2012-03-01;2014-03-31;Competence Center for Complex Digital Forensics;AC
2014-11-07;29872;2011-09-01;2013-09-30;Etude pilote sur la planification anticipée du projet thérapeutique chez des personnes âgées vivant en établissement médico-social.;AC
2012-01-12;29897;2011-04-01;2011-12-31;MEP Grands-Esserts;AC
2015-01-06;29898;2012-01-01;2013-09-30;Réseaux métaboliques sur GPU;AC
2013-09-09;29958;2011-04-01;2011-12-31;trad. La réflexivité dans l'activité des travailleurs sociaux : enjeux pour la professionnalisation - financée resar;AC
2012-12-20;29962;2011-07-20;2011-12-30;Modélisation COMSOL des propriétés opto-électroniques   des cellules solaires à hétéro-jonction de volume;AC
2013-11-11;29972;2011-07-01;2012-12-31; valorisation pour l'écriture d'un ouvrage suite à la recherche '	Evaluation de la qualité de vie de personnes toxicomanes à la suite d'un séjour résidentiel --> par fonds de valorisation des domaines;AC
2014-01-10;30175;2011-06-01;2012-12-31;Wire-EDM Nozzle for aeronautical purpposes;AC
2011-12-02;30201;2011-08-19;2011-12-31;Modernisation d'instruments en aérodynamique et en hydrodynamique à hepia;AC
2013-01-18;30223;2011-06-01;2012-06-01;Neuroinflammation;AC
2013-01-14;30224;2011-07-01;2012-03-15;Pour une protection des sols agricoles genevois : Etude qualitative et économique des sols du canton de Genève;AC
2014-12-18;30225;2011-10-01;2013-10-01;Optimisation de la lutte biologique contre l'acarien Tetranychus urticae en culture de tomate.;AC
2014-10-27;30259;2013-01-01;2015-09-30;Etude et réalisation d'un environnement basé sur les ontologies métier pour la  compréhension semi-automatique et la réingénierie de système d'information.;EC
2014-11-04;30274;2011-10-01;2014-09-30;FreRot-CTI;AC
2011-09-02;30277;2011-09-01;2014-09-01;Economie d'énergie en floriculture: test en conditions réelles d'un nouveau type de lampe;AN
2011-09-02;30279;2011-09-01;2011-09-02;Economie d'énergie en floriculture: test en conditions réelles d'un nouveau type de lampe;RF
2012-11-05;30280;2011-09-01;2014-09-01;Economie d'énergie en floriculture: test en conditions réelles d'un nouveau type de lampe;RF
2012-12-06;30336;2011-07-01;2011-12-31;Simulation CFD instationnaire du procédé de chauffage - soudage de tubes ovales;AC
2012-02-28;30337;2012-01-01;2013-12-31;Rivière durable. Modèle de communication multimodale interactive non invasive pour la vulgarisation scientifique en milieu naturel;RF
2015-10-30;30338;2011-10-01;2015-12-31;Novartis - NIBR  ChemQueST (Feasability study);EC
2015-01-26;30339;2011-07-20;2015-12-31;Minoteries. Recherche domaine confort, lumière et énergie par utilisation modules PV;EC
2011-12-01;30373;2011-09-01;2011-12-31;Palier aérostatique;AC
2014-11-07;30503;2011-11-03;2014-01-30;Activités physiques et conduites alimentaires dans le postpartum après un diabète  gestationnel: impact des croyances, du soutien social et de l'auto-efficacité;AC
2014-01-22;30507;2011-10-01;2013-03-31;Les espaces d'expression collectifs au sein des institutions qui accueillent les personnes déficientes intellectuelles adultes: tremplin vers une participation collective et publique? ;AC
2013-10-16;30509;2011-10-01;2012-08-31;évaluation dans le champ de l'animation socio-culturelle;AC
2015-07-17;30517;2011-10-03;2014-10-31;Nouvelles dimensions dans l'apprentissage interactif de l'anatomie radiologique ;AC
2013-02-18;30520;2011-11-01;2012-10-31;Développement de modèles de toxicologie in vitro pour la découverte de nouveaux biomarqueurs ;AC
2013-01-14;30537;2011-08-01;2012-07-31;Roche-Tox2;AC
2014-03-12;30541;2011-10-01;2012-06-30;Nouveau Système de traitement des pesticides dans les eaux de rivières;AC
2012-12-04;30545;2011-07-01;2013-12-31;Convention de collaboration hepia-CMU/HUG;AC
2012-11-26;30553;2011-11-01;2012-09-30;Analyse empirique du système de rémunération en vigueur selon la "CCT Intercommunale du personnel des institutions genevoises de la petite enfance";AC
2014-05-30;30561;2011-10-01;2013-12-31;MUlti-disciplinary diStrIbuted Computing;AC
2011-11-25;30566;2011-12-01;2013-01-31;Allumage de flamme par microondes ;RF
2011-11-01;30574;2012-01-01;2012-06-30;Projet RCSO-TE : Système statique de recharge pour véhicule électrique connecté au réseau, utilisant le principe du stockage inertiel comme tampon d'énergie ;RF
2013-09-27;30579;2011-11-01;2013-03-31;Longitudinal retrospective cohort study of nurses' career paths and retention.;AC
2013-02-06;30590;2011-12-01;2012-09-30;Onduleur triphasé économique pour injection d'énergie électrique dans le réseau basse tension  (Advanced Low cost Inverter for New Energies);RF
2015-04-15;30633;2012-04-01;2015-03-31;Call HES-SO 2011 : Clean City;TA
2012-07-18;30656;2011-07-01;2011-12-31;Faire du développement à partir d'une machine d'essais sous microscope électronique;AC
2014-01-10;30657;2011-08-01;2013-06-30;Définition des conditions d'infiltration par les bas-côtés des eaux de chaussée sur le réseau des routes nationales.;AC
